,name,cultures,taxid,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes
118,Pseudomonas aeruginosa,"['J22', '1421', '906', '545', 'J194', '339a', '933', '1588', '92', '189', 'J12', '11', '514f', '104b', 'J372', '987', 'J282', '381', '54', '58', '1061', '514', '84', 'J156', '88', '830', '381a', 'J842', 'J61', 'J596', '129', '1553', '186', 'J75', '98', 'J428', '11b', 'J1045', '785', '104', '383', '1729', '1203a', '1', '83', '215', '311c', '370', '1809', '746', '252', '426', '909', 'J1095', '655', '535', 'J758', '231', 'J13', '1593', '78', '1630a', '457', '869', '65', 'J14', '220', '617a', 'J118', '514a', '554', '1630e', 'J26', '550', '693']",208964,Pseudomonas aeruginosa PAO1,1,6264404,4169320,5697,5572
119,Clostridium pabulibutyricum,"['J14', 'J612', '104b']",84022,Clostridium aceticum,2,4207037,1484407,3986,3841
120,Kitasatospora aureofaciens,"['252', '425', 'J42', '84', '65']",1894,Kitasatospora aureofaciens,2,7076402,5135317,6290,6025
121,Bacillus mycoides,"['J84', 'J22', '90', '545', '1249', '595', 'J355', '480', '189', '92', '11', '921', 'J83', 'J1029', '1279', '464', '1203', '381', '514', '1378', '322', '104c', '830', 'J26', 'J167', 'J346', 'J70', '1423', 'J1083', '129', '861', '98', '330', 'J276', '104', '1', '215', '371', 'J683', '1124', '318b', '339', '1a', '119', 'J27', '1166', 'J43', '1573', '319', '331', '535', 'J49', '231', 'J13', '329', '78', '264', '163', '65', '1328', 'J74', 'J14', '110', '220', '1582', '53', '535b', '372', 'J118', '67', '1611', '54a', '1503', '693']",1405,Bacillus mycoides,2,5697065,2017204,5793,5452
122,Filimonas lacunae,['830'],477680,Filimonas lacunae,1,7814405,3442032,6192,6101
123,Megasphaera elsdenii,"['J14', '339', '104', '1203a', '693']",907,Megasphaera elsdenii,1,2566193,1352573,2419,2325
124,Staphylococcus pseudintermedius,"['J75', '693', '92']",283734,Staphylococcus pseudintermedius,3,2629596,987940,2515,2389
125,Actinoplanes deserti,"['J42', '65', '553']",113562,Actinoplanes derwentensis,1,10654181,7389406,9589,9358
126,Cutibacterium modestum,"['J14', '693', '104']",2559073,Cutibacterium modestum,2,2649207,1588919,2537,2223
127,Staphylococcus schweitzeri,"['J475', '92', 'J256', '693']",1654388,Staphylococcus schweitzeri,1,2784939,901824,2692,2560
128,Desulfomicrobium baculatum,"['90', 'J66', 'J42', '92', '104b', '84', '514', '585', '78c', 'J50', 'J58', 'J61', '63', '104', '1', 'J45', '535', 'J443', 'J51', '65', 'J14', 'J74', '514a', '520', '693']",525897,Desulfomicrobium baculatum DSM 4028,1,3942657,2312250,3524,3444
129,Gordonia alkanivorans,"['J57', '220', 'J26', '215', 'J118', 'J75', '535', '1', '514', '65']",84096,Gordonia alkanivorans,2,4979656,3358928,4538,4364
130,Nitrosopumilus adriaticus,"['1630a', 'J1198']",1580092,Nitrosopumilus adriaticus,1,1803090,602356,2236,2169
131,Corynebacterium frankenforstense,"['535a', 'J28', 'J256', 'J26']",1437875,Corynebacterium frankenforstense DSM 45800,1,2604152,1862140,2263,2171
132,Spiribacter curvatus,['1537'],1335757,Spiribacter curvatus,1,1926631,1230297,1923,1854
133,Chlamydia psittaci,['1193'],331636,Chlamydia psittaci 6BC,2,1179220,460164,1035,985
134,Phocaeicola dorei,"['J14', '104', '78', '1203a', '693']",357276,Phocaeicola dorei,1,5444912,2288769,4519,4299
135,Streptomyces albidoflavus,"['284', 'J81', 'J50', '252', 'J66', 'J42', 'J43', '84', '65', 'J58']",1886,Streptomyces albidoflavus,1,6841649,5016384,5979,5818
136,Staphylococcus warneri,"['J22', '220', '830', 'J12', '92', '693']",1292,Staphylococcus warneri,2,2541629,834050,2519,2403
137,Spiroplasma chrysopicola,['1076b'],1276227,Spiroplasma chrysopicola DF-1,1,1123322,323505,1063,1020
138,Actinomadura meridiana,"['553', 'J43', '535', '554', 'J51', '215', '65']",2750812,Actinomadura graeca,3,8979594,6498697,7926,7757
139,Nocardia asteroides,"['426', '214', 'J43', '535', '215b', '65']",1824,Nocardia asteroides,1,6983363,4879682,6476,6344
140,Lactococcus lactis,"['J84', '354', 'J57', '53', '449', '92', '553', 'J43', '11', '219', 'J13', '215', '65', '693']",1358,Lactococcus lactis,1,2426597,848829,2391,2280
141,Brevibacterium casei,"['J22', '53', '92', '693']",33889,Brevibacterium casei,1,3960094,2690914,3614,3531
142,Meiothermus taiwanensis,['86a'],1339250,Meiothermus taiwanensis WR-220,2,3073341,1951844,3036,2933
143,Segatella copri,"['J14', '339', '1669', '1611', '104', '1203a', '693']",537011,Segatella copri DSM 18205,3,3551614,1594742,2998,2855
144,Rhodospirillum rubrum,"['634a', '634c', '248', '141c', '987', 'J12', '92', 'J1234', '514c', 'J607', '1033', '58', '1159', '271', '514', '31', '403', '553', '63', '186', 'J75', '104', '602', '548', 'J853', 'J27', '1167', 'J104', '1630a', '411', '49', 'J1230', '110', 'J181', '1076b', '554', 'J1130', '215c', '429c', '1259', '11', '122', '104b', '1203', 'J256', '84', 'J860', '964', '104c', '830', '924', 'J115', 'J61', '894', 'J254', 'J276', '1', '81', '1684', '193', '83', '1a', '1688', '462', 'J43', '78', 'J48', 'J14', '110a', '465', 'J118', '1611', '878', '90', '545', 'J1238', '27', 'J66', '232', '1660', '381', 'J346', '514b', '641', '1203a', 'J25', 'J1210', '252', '1726', '88c', 'J49', '231', '65', '1731', '535a', 'J57', '323', 'J386', '693', 'J22', '255', '1504', '1713', '339a', '189', '514f', 'J30', '250', 'J42', 'J1052', 'J282', '1536', '645', '129', '215', '339', '503f', '634', 'J28', '194', '190', '535', 'J13', '1593', 'J51', '1572', 'J677', '220', 'J1227', '246', 'J26']",1036743,Rhodospirillum rubrum F11,1,4352825,2848805,3927,3821
145,Corynebacterium canis,"['535a', 'J28', 'J256', '693']",679663,Corynebacterium canis,1,3045310,1829113,2708,2624
146,Xanthomonas albilineans,['1'],29447,Xanthomonas albilineans,2,3756117,2365462,3191,2996
147,Moorella caeni,['641'],55779,Moorella glycerini,2,3559563,1948492,3562,3466
148,Aerococcus christensenii,"['J282', '693', '104']",87541,Aerococcus christensenii,1,1634920,640670,1584,1464
149,Acidithiobacillus thiooxidans,"['J22', '90', '7', '545', '189', '92', '54', '271', '514', '129', '1', '1a', '542', '670', '500', '123', '535', '360', '35', '411', '220', '535b', 'J118', '71', 'J93', '689']",637390,Acidithiobacillus thiooxidans ATCC 19377,1,3415726,1811597,3594,3450
150,Limimaricola variabilis,['514'],1492771,Limimaricola variabilis,7,4222525,2853964,4162,4033
151,Streptomyces scabiei,"['252', '658', 'J42', '1765', '84', '65']",680198,Streptomyces scabiei 87.22,1,10148695,7251530,8899,8594
152,Eggerthella lenta,"['J14', '339', '209', '215', '804', '78', '514', '693']",84112,Eggerthella lenta,2,3467966,2221261,3037,2963
153,Alteromonas macleodii,"['J118', '514']",28108,Alteromonas macleodii,2,4867393,2167431,4223,4114
154,Flavonifractor plautii,"['J677', '339', '110', 'J50', 'J58', '252', 'J61', 'J66', 'J52', 'J42', 'J43', '104', '78', '1203a', '84', '65', '693']",292800,Flavonifractor plautii,1,3985392,2427233,3967,3815
155,Rhodopseudomonas palustris,"['144b', '141c', 'J12', '92', '934', 'J272', '514', '187', 'J475', '31', '186', '63', 'J75', '841', '923', 'J27', 'J757', 'J280', '638', '651', '26', '110', '372', '621', 'J181', '902', '11', '122', '104b', '851', '830', '105', '848', '1', '81', 'J1025', '916', '1a', '119', '97', '760', '1446', '948', 'J43', '457', '402', '1430', '465', 'J118', 'J287', 'J168', 'J244', '845', '892', '90', '142', '545', '27', '381', '788', '847', 'J348', 'J346', 'J514', '641', '864', '844', '65', '256', '428', 'J95', '101', '146', '693', 'J22', '7', '870', '189', '874', '875', 'J70', '860', '1429', '129', '795', '188', '215', '311c', '339', '120', '897', 'J28', 'J283', '535', '220', '858']",1076,Rhodopseudomonas palustris,2,5457289,3549089,5028,4923
156,Sporosarcina pasteurii,"['90', '7', '545', '141c', '195a', '189', '11', '2', '92', 'J998', '104b', '1203', '381', '393', '514', '187', 'J475', '503b', '830', 'J766', 'J167', '1250', '129', '105', '186', '104', '383', '1', '81', '215', '3', '311', '371', 'J349', '1293', '1a', '120', 'J166', 'J28', '195', '344', 'J43', '190', '360', '9', '535', '1193', '436', '78', '441', '65', 'J653', '428', '144', '1509', 'J74', '115a', '220', '110', '1512', '535b', '383b', '342', '365', '67', 'J118', '1076b', 'J394', '1500', 'J1130', 'J26', '434', '693']",1474,Sporosarcina pasteurii,1,3253966,1274502,3175,3038
157,Corallococcus macrosporus,"['J436', '9', '942']",1189310,Corallococcus macrosporus DSM 14697,1,8973512,6337127,7344,7199
158,Melittangium boletus,"['J436', '9', '942']",1294270,Melittangium boletus DSM 14713,1,9910441,6782656,8200,8038
159,Pseudonocardia zijingensis,"['65', 'J58']",2792008,Pseudonocardia abyssalis,2,6305989,4630913,6195,6062
160,Actinomadura rugatobispora,"['554', '84', '65', 'J58']",2750812,Actinomadura graeca,3,8979594,6498697,7926,7757
161,Desulfosarcina widdelii,"['J391', '195a']",947919,Desulfosarcina widdelii,1,7297718,3939445,6668,6553
162,Virgibacillus pantothenticus,"['J84', '634c', '1528', '124', '1140', '141c', '1459', '1473', '987', 'J12', '92', '514d', '306', '514c', '1508', '286', 'J582', '58', '1484', '514', '1426', 'J475', 'J953', '31', '403', '1526b', '63', '186', '269', '1601', 'J75', 'J156', '104', '1304', '513', 'J907', '813b', '1520', '1523', 'J853', 'J27', '163', 'J443', '429', '830c', '110', '1101a', 'J41', '61', 'J377', 'J982', '1630', '40', '621', 'J181', '1076b', 'J960', '141', 'J1130', 'J465', '813', 'J946', '29', '1470', '801', '595', '826', '11', '104b', '282', '1630c', '1203', 'J674', 'J256', 'J957', '393', '1518', '1464', '104c', '830', '1531', '1250', '120a', 'J254', '736', 'J721', '1517', 'J967', '81', '1', 'J977', '1a', '119', '1577', 'J574', '948', '462', '308', 'J43', '1011', '457', '1193', '78', '880', '1519', 'J14', '110a', 'J118', '1525', 'J232', '1611', 'J950', '311', '1449', '907', '1569', '90', '545', 'J945', '27', '960', 'J1328', '1474', '381', '1480', '572', 'J182', '1661', 'J346', '514b', '98', 'J409', '641', '1203a', '1267', '1469', '1556', '1515', 'J25', 'J954', '592', '1482', '1472', '1526a', '1481', '65', '1496', '428', 'J628', '323', '535b', '1483', '840', '310', '693', 'J569', 'J22', '7', '212', 'J30', '189', '514f', 'J42', '1113', '838', 'J393', 'J282', '191', '1458', '198', '516', '281', 'J958', '129', 'J962', '1468', '1205', '215', '311c', 'J230', '339', '607', '1011b', '1526d', 'J28', '461', '535', '950', 'J13', 'J944', '1526c', 'J986', 'J677', 'J74', '104a', '220', 'J987', 'J1004', '362', '514a', 'J26', '1352']",1473,Virgibacillus pantothenticus,1,4761851,1776391,4420,4202
163,Streptomyces alfalfae,"['252', '84', '65']",1642299,Streptomyces alfalfae,2,8278595,5965662,7238,6949
164,Macrococcus bovicus,['92'],69968,Macrococcus bovicus,4,2157095,954911,2274,2178
165,Enterococcus casseliflavus,"['J84', 'J70', 'J27', '92', 'J156', '1096', '693']",565655,Enterococcus casseliflavus EC20,1,3427276,1468534,3190,3092
166,Cohnella hongkongensis,['220'],2507935,Cohnella abietis,1,7059027,3164893,6214,6058
167,Mesotoga prima,"['1163a', '1328']",660470,Mesotoga prima MesG1.Ag.4.2,2,2975953,1352538,2684,2613
168,Corynebacterium glyciniphilum,"['535a', 'J26']",1404245,Corynebacterium glyciniphilum AJ 3170,2,3568218,2310441,3344,3247
169,Halorubrum ezzemoulense,"['J212', '372', '1214', 'J307']",337243,Halorubrum ezzemoulense,3,3726301,2475770,3748,3542
170,Leuconostoc lactis,"['J84', 'J13', '11']",1246,Leuconostoc lactis,2,1791608,776159,1821,1717
171,Sulfurimonas autotrophica,"['1011', 'J356']",563040,Sulfurimonas autotrophica DSM 16294,1,2153198,758696,2229,2165
172,Photorhabdus thracensis,"['1', '535', '220']",230089,Photorhabdus thracensis,1,5147098,2270333,4606,4211
173,Bacteriovorax stolpii,['844'],960,Bacteriovorax stolpii,1,3880871,1582470,3873,3828
174,Acidipropionibacterium damnosum,['215'],1748,Acidipropionibacterium acidipropionici,1,3651382,2510939,3373,3244
175,Cutibacterium granulosum,"['J14', 'J84', '104', '693']",33011,Cutibacterium granulosum,2,2179712,1398496,1876,1736
176,Clostridium ljungdahlii,"['879', '640']",748727,Clostridium ljungdahlii DSM 13528,1,4630065,1440225,4338,4185
177,Streptomyces amakusaensis,"['J66', 'J51', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
178,Algoriphagus machipongonensis,['514'],388413,Algoriphagus machipongonensis,1,4787724,1852171,4028,3965
179,Candidatus Protochlamydia amoebophila,['1500'],264201,Candidatus Protochlamydia amoebophila UWE25,1,2438912,847767,1976,1853
180,Bartonella alsatica,['693'],52764,Bartonella alsatica,1,1659117,611396,1404,1298
181,Hyphomonas neptunium,"['514', '9']",228405,Hyphomonas neptunium ATCC 15444,1,3705021,2294530,3549,3487
182,Robbsia andropogonis,"['1a', 'J75', '535', '1']",28092,Robbsia andropogonis,7,6828120,4013354,5906,5523
183,Halomonas subglaciescola,"['535a', '514b', 'J43', '553', '554', 'J607', '602', 'J26', '65', '693']",29571,Halomonas subglaciescola,1,3110197,1890078,2924,2791
184,Nakamurella panacisegetis,"['J26', '65', 'J43']",1090615,Nakamurella panacisegetis,1,5013970,3458178,4546,4457
185,Pseudobdellovibrio exovorus,['1463'],1184267,Pseudobdellovibrio exovorus JSS,1,2657893,1114069,2636,2595
186,Zhongshania aliphaticivorans,"['J118', '514']",1470434,Zhongshania aliphaticivorans,1,4204359,2132304,3759,3692
187,Mesorhizobium robiniae,['98'],1082933,Mesorhizobium amorphae CCNWGS0123,5,7343952,4617122,6961,6671
188,Micromonospora maoerensis,"['535', '554', '65']",644283,Micromonospora aurantiaca ATCC 27029,1,7025559,5116162,6375,6249
189,Acinetobacter pittii,"['220', '92', '535', '1', '693']",871585,Acinetobacter pittii PHEA-2,1,3862530,1499590,3674,3599
190,Nakamurella multipartita,"['736', '535', 'J26']",479431,Nakamurella multipartita DSM 44233,1,6060298,4297749,5500,5362
191,Staphylococcus haemolyticus,"['220', '53', 'J12', '92', '693']",1283,Staphylococcus haemolyticus,2,2560146,840528,2529,2384
192,Desulfitobacterium hafniense,"['90', '836', '720', '186', '838', '54', '1062']",272564,Desulfitobacterium hafniense DCB-2,1,5279134,2509560,5015,4870
193,Pseudonocardia antimicrobica,"['987', '65']",2792008,Pseudonocardia abyssalis,2,6305989,4630913,6195,6062
194,Marinobacter nauticus,"['J22', '514b', '123', '276', '514']",1163748,Marinobacter nauticus ATCC 49840,1,3989480,2290969,3672,3591
195,Kibdelosporangium phytohabitans,"['65', 'J43']",860235,Kibdelosporangium phytohabitans,1,11759770,8048569,10891,10639
196,Conexibacter woesei,"['J245', '92']",469383,Conexibacter woesei DSM 14684,1,6359369,4625387,6012,5947
197,Streptomyces stramineus,"['252', '554', '84', '65', 'J58']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
198,Alicyclobacillus acidocaldarius subsp. acidocaldarius,"['J239', '248', '987', '1764', '92', 'J12', '1532', '1159', '514', '1342', 'J475', 'J736', '555', '88', 'J398', 'J437', '553', '1009', 'J207', '1108a', '104', 'J619', '548', 'J1178', 'J45', 'J104', '1027', '1302', '621', '554', '1258', '1269', '1259', '801', '1081', '219', 'J256', '84', '830', '1189', 'J115', 'J61', '120a', '105', '978', '1', '83', '1a', '1054', 'J43', 'J597', '1065', '402', 'J48', 'J505', 'J302', 'J118', '1295', 'J712', '940', '215b', '90', '910', 'J66', '1048', '656', '381', 'J709', '1108', 'J275', 'J346', '514b', '531', 'J800', 'J44', '1240', 'J82', '252', '993c', '360', 'J49', '547', '1039', '65', '535a', 'J57', '141b', 'J618', 'J386', '993', '693', 'J58', 'J569', 'J22', '1241', '1504', '1109', 'J42', '250', 'J282', '549', 'J351', 'J97', '645', '354', 'J50', 'J693', 'J720', 'J487', 'J52', '214', '129', 'J689', 'J202', '1261', '215', 'J28', '392', '645a', '535', '1105', 'J1174', 'J51', 'J714', '1260', 'J101', '246', 'J26']",521098,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,4,3205686,1984066,3188,3066
199,Streptomyces coeruleoprunus,"['J50', '252', 'J66', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
200,Atribacter laminatus,['293'],2847778,Atribacter laminatus,1,3101225,1199830,2804,2729
201,Pseudomonas extremaustralis,"['1', '535', '1a']",359110,Pseudomonas extremaustralis,1,6674429,4045189,6228,6000
202,Sphingobium xenophagum,"['1a', '220', '830', '465', '462', '1076b', '535', '462a', '457', '1']",121428,Sphingobium xenophagum,7,4602637,2908193,4543,4319
203,Thiomicrospira cyclica,['925'],717773,Thiomicrospira cyclica ALM1,1,1932455,907872,1723,1671
204,Phascolarctobacterium faecium,"['J14', 'J1234', '104c']",33025,Phascolarctobacterium faecium,1,2454371,1072661,2363,2286
205,Thermus thermophilus,"['J25', '339', 'J41', 'J30', '186', 'J118', 'J1236', '878', '78', '1203a', '74', '393', 'J273', '693']",300852,Thermus thermophilus HB8,3,2116056,1470574,2280,2168
206,Deinococcus ficus,['830'],317577,Deinococcus ficus,5,4157290,2907629,4050,3959
207,Streptomyces tunisiensis,"['J66', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
208,Companilactobacillus heilongjiangensis,['11'],1074467,Companilactobacillus heilongjiangensis,1,2790548,1046109,2500,2407
209,Klebsiella pneumoniae,"['J84', 'J22', '595', 'J12', '92', '465c', '381', '514', 'J273', '830', '1', '1a', '535', '457', 'J13', '220', '53', '465', 'J118', '246', '74', '693']",1125630,Klebsiella pneumoniae subsp. pneumoniae HS11286,7,5682322,3245829,5867,5779
210,Pyrococcus furiosus,"['377', '795', 'J151']",186497,Pyrococcus furiosus DSM 3638,1,1889914,770171,2123,2015
211,Staphylococcus epidermidis,"['J84', 'J22', 'J12', '92', '830', '403', '339', 'J28', '1130', '535', '402', '13', 'J443', 'J14', '830c', '220', '53', 'J101', 'J168', '693']",1282,Staphylococcus epidermidis,3,2491058,802609,2363,2227
212,Pectobacterium carotovorum,"['1a', '220', '535', '381']",554,Pectobacterium carotovorum,1,4892225,2547287,4380,4212
213,Aminipila terrae,['104c'],2697030,Aminipila terrae,1,3512404,1298767,3524,3347
214,Photobacterium damselae,"['123', '92']",38293,Photobacterium damselae,3,4427003,1809364,3959,3662
215,Paenibacillus thiaminolyticus,"['J22', '1', '605']",49283,Paenibacillus thiaminolyticus,1,6612542,3546224,5887,5664
216,Paraburkholderia terricola,"['535', '220', 'J12']",169427,Paraburkholderia terricola,2,7118039,4531957,6451,6245
217,Cellvibrio fulvus,"['1161', '258']",155077,Cellvibrio japonicus,1,4576591,2379408,3691,3619
218,Nocardioides baekrokdamisoli,"['428', '1578']",1804624,Nocardioides baekrokdamisoli,1,2965302,1985612,2946,2882
219,Corynebacterium minutissimum,"['535', '215b', 'J26', '693']",38301,Corynebacterium minutissimum,1,2695970,1614823,2502,2403
220,Paraburkholderia terrae,"['535', '830']",311230,Paraburkholderia terrae,6,10391472,6440748,9455,9169
221,Streptomyces violaceorectus,"['252', '65', 'J58']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
222,Francisella halioticida,['429d'],549298,Francisella halioticida,1,2197430,685186,2459,2261
223,Cryptobacterium curtum,['78'],469378,Cryptobacterium curtum DSM 15641,1,1617804,823649,1402,1339
224,Gimesia maris,"['1560', '514']",122,Gimesia maris,1,7626893,3837929,5794,5716
225,Methanobacterium ferruginis,['141'],710191,Methanobacterium ferruginis,1,2803797,1048261,2864,2644
226,Rhodococcus erythropolis,"['90', '92', 'J256', '381', '82', '514', 'J346', 'J402', '63', '104', '1', '215', '311c', 'J28', '462', 'J43', '190', '535', '350', '457', '457c', '65', 'J57', '220', '53', '465d', '333', 'J295', 'J26', '310']",1289591,Rhodococcus erythropolis R138,3,6806506,4240335,6297,6160
